GEX historical data for SPY
Retrieved,Price,Gex Value At Next Exp,GEX Flip Price,Put Skew,Skew Adj GEX,IV,Avg Volume,Gex/Vol,PCR (OI),Rating
2024-05-24 15:46:50,529.13,230565141.392719,528.41,0.0032512869017893575,76476717.33323376,0.0994248511904762,28639880,0.001,2.86,3
2024-05-24 09:37:24,527.99,215037468.48993704,528.08,0.006413323654992392,-20078565.58551415,0.10450655753968255,41840123,-0.0,2.66,3
2024-05-23 15:47:08,525.5,-2459187013.8125,529.14,0.008002793030104982,-382276612.562049,0.1083297619047619,41840123,-0.003,2.86,3
2024-05-23 09:38:39,531.81,698403169.0601009,530.0,-0.008394205343065592,-227081242.2198913,0.10118300595238094,29071569,-0.003,2.77,3
2024-05-22 15:49:41,528.69,-176607567.27662402,529.14,-0.009603895755635222,27436666.47037436,0.1073735267857143,29071569,0.0,2.87,3
2024-05-22 09:38:32,530.8,570690322.7792,529.52,-0.012749351268791537,-136450145.07548156,0.1051538888888889,22663686,-0.002,2.77,3
2024-05-21 15:47:03,530.9499,761074934.9320232,529.08,-0.021282903166884415,-277901957.0013938,0.10337097718253968,22663686,-0.004,2.83,5
2024-05-21 09:39:20,529.51,-233021712.398709,529.39,-0.018709922766447146,-18171257.942208916,0.1082759871031746,25648988,-0.0,2.78,3
2024-05-20 15:46:44,529.81,421359529.63607097,527.89,-0.021078918623034237,-281449420.7419766,0.10595371527777778,25648988,-0.004,2.7,5
2024-05-20 09:40:34,530.179,833315927.2950281,528.84,-0.030210491783445037,-414949851.3752639,0.10692746527777777,41681553,-0.004,2.66,5
2024-05-17 15:46:24,528.99,-20710249.391601004,527.48,-0.030828618556183296,-192683266.1054082,0.10316838293650794,41681553,-0.002,2.74,5
2024-05-17 09:39:08,528.88,906172839.196416,527.86,-0.026510042487104063,-261616247.39486018,0.10764648313492065,34056202,-0.003,3.07,5
2024-05-16 15:47:18,529.02,2424068081.62866,525.82,-0.03292457283411951,-520758678.4211594,0.10642112599206349,34056202,-0.005,3.15,5
2024-05-16 09:40:38,530.08,193899185.35244805,527.61,-0.037596029505988726,-617758935.3721154,0.10959825892857142,42785404,-0.005,3.11,5
2024-05-15 15:49:21,529.335,600733638.6195556,522.61,-0.03734560358396288,-819000908.4832935,0.1075154265873016,42785404,-0.007,3.06,5
2024-05-15 09:39:19,526.24,1378334255.913472,522.78,-0.030896146368843358,-673792097.0884647,0.11326512400793651,38003009,-0.006,3.01,5
2024-05-14 15:47:42,523.33,171535683.36673704,521.38,-0.030588687991078084,-237824942.01895866,0.1161761359126984,38003009,-0.002,3.04,5
2024-05-14 09:38:02,521.02,358609235.02361196,520.94,-0.024912583725681642,-16330791.418071479,0.12136442460317459,28826617,-0.0,2.97,5
2024-05-13 15:47:20,520.82,317990445.69452006,520.4,-0.03445921769403612,-61251868.6667066,0.11884642361111111,28826617,-0.001,3.04,5
2024-05-13 09:39:24,521.85,1064950002.0573751,520.84,-0.031947066487641895,-312274396.8224843,0.11808159722222222,36328578,-0.003,2.98,5
2024-05-10 15:47:32,520.86,591496654.015692,518.87,-0.029494114128584492,-302788205.27959734,0.10970295634920635,36328578,-0.003,3.0,5
2024-05-10 09:38:11,522.195,3304199497.6278095,519.2,-0.0266042847975812,-817649364.205408,0.11259959325396825,31318037,-0.01,2.85,5
